guideword,grammar,example,level,type,scene_uid,uid
subjonctif présent,conjuguer le verbe au subjonctif présent après une expression d'opinion générale introduite par « il est [adjectif] que »,"agisse
fassent
comprennes",B2,Verbs Tenses & Conjugation,852,1704
pouvoir au conditionnel passé,utiliser le verbe pouvoir au conditionnel passé pour exprimer une possibilité non réalisée dans le passé (« could have »),"J'aurais pu être un grand artiste.
Tu n'aurais pas pu venir de toute façon !
Elle aurait pu appeler !
Nous aurions pu vous écrire plus tôt, c'est vrai.
Vous auriez pu nous prévenir.
Ils n'auraient jamais pu comprendre tes raisons.",B2,Verbs Tenses & Conjugation,853,1705
construction du conditionnel passé avec pouvoir,former le conditionnel passé avec pouvoir en utilisant le conditionnel présent de l'auxiliaire avoir + le participe passé « pu » + un verbe à l'infinitif,"aurais pu être
aurais pu venir
aurait pu appeler
aurions pu écrire
auriez pu prévenir
auraient pu comprendre",B2,Verbs Tenses & Conjugation,853,1706
différence anglais-français conditionnel passé,"comprendre que le français utilise un verbe à l'infinitif après « pouvoir au conditionnel passé », contrairement à l'anglais qui utilise un participe passé","I could have been a great artist. = J'aurais pu être un grand artiste.
You couldn't have come anyway! = Tu n'aurais pas pu venir de toute façon !
She could have called! = Elle aurait pu appeler !",B2,Verbs Tenses & Conjugation,854,1707
avoir besoin que,pouvoir exprimer le besoin qu'une autre personne fasse quelque chose en utilisant le subjonctif,"J'ai besoin que tu viennes plus tôt demain.
Elle a besoin que Martin soit plus attentif.
Nous avons besoin que tu sois à l'heure pour une fois.
J'ai besoin qu'ils aillent au supermarché.",B2,"Idioms, Idiomatic Usage, and Structures",854,1708
subjonctif présent,savoir utiliser le subjonctif présent après des expressions de nécessité comme 'avoir besoin que',"tu viennes
Martin soit
tu sois
ils aillent",B2,"Idioms, Idiomatic Usage, and Structures",855,1709
futur antérieur avec avoir,"conjuguer des verbes réguliers (-er, -ir, -dre) avec l'auxiliaire avoir au futur antérieur pour exprimer une action achevée dans le futur","J'aurai aimé la vie.
Tu auras gagné après tout.
Il aura fini son projet à temps.
Nous aurons rempli ces documents avant la fermeture.
Vous aurez entendu tellement de versions différentes !
Ils auront perdu finalement.",B2,Verbs Tenses & Conjugation,855,1710
#NAME?,former le participe passé d'un verbe régulier en -er en remplaçant la terminaison par -é,"aimer → aimé
remplir → rempli
perdre → perdu",B2,Verbs Tenses & Conjugation,856,1711
#NAME?,former le participe passé d'un verbe régulier en -ir en remplaçant la terminaison par -i,finir → fini,B2,Verbs Tenses & Conjugation,856,1712
#NAME?,former le participe passé d'un verbe régulier en -dre en remplaçant la terminaison par -du,perdre → perdu,B2,Verbs Tenses & Conjugation,857,1713
structure du futur antérieur,utiliser l'auxiliaire avoir au futur simple suivi du participe passé du verbe principal,"J'aurai aimé
Tu auras gagné
Il aura fini
Nous aurons rempli
Vous aurez entendu
Ils auront perdu",B2,Verbs Tenses & Conjugation,857,1714
futur antérieur,utiliser le futur antérieur pour exprimer une action qui sera terminée avant un moment futur,"Au moins, j'aurai eu de la chance une fois dans ma vie.
Tu auras vraiment mis tout en œuvre pour réussir.
Il aura tout fait pour que ce projet échoue.
Après que nous aurons fait les poussières, nous passerons la serpillière partout.
Tu nous appelleras quand vous aurez pris vos billets.
Au moins, ils auront été ensemble jusqu'au bout.",B2,Verbs Tenses & Conjugation,858,1715
auxiliaire avoir,conjuguer l'auxiliaire avoir au futur simple pour former le futur antérieur,"j'aurai eu
tu auras mis
il aura fait
nous aurons fait
vous aurez pris
ils auront été",B2,Verbs Tenses & Conjugation,858,1716
participe passé,utiliser le participe passé du verbe principal après l'auxiliaire avoir ou être,"aurai eu
auras mis
aura fait
aurons fait
aurez pris
auront été",B2,Verbs Tenses & Conjugation,859,1717
dont,"utiliser 'dont' pour introduire une proposition relative avec une expression verbale ou une préposition 'de' (ex. parler de, avoir peur de, être fier de), que ce soit pour des personnes ou des objets","Le garçon dont tu parles est très gentil.
Les chaussures dont tu as besoin sont dans le placard.
Le chat dont ils ont peur est le tien.
Voici ma dernière création, dont je suis très fier.",B2,Pronouns,859,1718
de qui,"utiliser 'de qui' pour introduire une proposition relative avec 'de' quand le référent est une personne, surtout si on veut éviter l’ambiguïté ou dans un registre plus formel","Le garçon de qui tu parles est très gentil.
La sorcière de qui il a peur habite ici.",B2,Pronouns,860,1719
duquel / de laquelle,"utiliser 'duquel', 'de laquelle', etc., pour lever une ambiguïté dans une proposition relative avec 'de', notamment quand 'dont' pourrait désigner plusieurs antécédents","La fille d'Henri, de laquelle je t'ai parlé, vient d'emménager à Genève.",B2,Pronouns,860,1720
accord du pronom relatif,"accorder 'duquel', 'de laquelle', 'desquels', 'desquelles' en genre et en nombre avec l’antécédent qu’ils remplacent","de laquelle (féminin singulier)
desquels (masculin pluriel)
desquelles (féminin pluriel)",B2,Pronouns,861,1721
verbes prépositionnels avec 'de',reconnaître les verbes ou expressions qui exigent la préposition 'de' en français pour utiliser correctement les pronoms relatifs,"parler de
se souvenir de
avoir peur de
être fier de
avoir besoin de
avoir envie de
se servir de
s'occuper de
avoir conscience de",B2,Pronouns,861,1722
futur antérieur avec être,conjuguer un verbe au futur antérieur en utilisant l'auxiliaire être,"Je me serai lavé d'ici là.
Tu te seras levée d'ici 11 heures ?
Elle se sera bien amusée ce jour-là !
Nous nous serons trompés de date.
Vous vous serez trompés d'heure.
Elles se seront réveillées trop tard et auront manqué leur train.",B2,Verbs Tenses & Conjugation,862,1723
accord du participe passé avec être,accorder le participe passé avec le sujet quand l'auxiliaire est être,"Je me serai lavé.
Tu te seras levée.
Elle se sera amusée.
Souvenez-vous de nous quand vous serez devenues des actrices célèbres !
Seront-ils sortis de l'école ?",B2,Verbs Tenses & Conjugation,862,1724
verbes pronominaux au futur antérieur,utiliser les verbes réfléchis au futur antérieur avec être et accorder le participe passé,"Je me serai lavé.
Tu te seras levée.
Elles se seront réveillées trop tard.",B2,Verbs Tenses & Conjugation,863,1725
verbes intransitifs avec être,conjuguer les verbes qui prennent être au futur antérieur (mouvement ou changement d'état),"Je serai allé au Canada.
Sonia, quand tu seras revenue, on le fera.
À 19h, elle sera déjà rentrée chez elle.
Nous serons arrivés à l'aéroport.
Quand elles seront parties, tu pourras nettoyer.",B2,Verbs Tenses & Conjugation,863,1726
reflexive pronouns for reciprocity,"utiliser les pronoms réfléchis pour exprimer la réciprocité (« l'un l'autre », « chacun l'autre »)","Nous nous aimons tellement.
Vous vous envoyez des cartes de Noël tous les ans.
Elles se font complètement confiance.
Les deux chiens se fixèrent avec méfiance.
Bien sûr qu'on se déteste !",B2,Pronouns,864,1727
ambiguïté réciproque vs réfléchi,comprendre le contexte pour distinguer si un pronom réfléchi exprime la réciprocité ou une action réfléchie,"Les garçons se sont mordus.
(The boys bit each other.
The boys bit themselves.)",B2,Pronouns,864,1728
verbes pronominaux à double sens,identifier quand un verbe pronominal change de sens selon qu’il exprime la réciprocité ou non,"Ils ne s'entendent pas avec cette musique assourdissante !
Mes frères s'entendent très bien !",B2,Pronouns,865,1729
auxiliaire être avec verbes pronominaux,utiliser l'auxiliaire être aux temps composés avec les verbes pronominaux,Les garçons se sont mordus.,B2,Pronouns,865,1730
futur antérieur,utiliser le futur antérieur pour exprimer une action qui sera terminée avant un moment futur,"Il aura voulu rire jusqu'au bout.
Nous aurons voulu le revoir.
Tu auras pu chanter sur scène.
Ils auront pu se revoir.
Nous aurons dû laisser la voiture derrière nous.
Tu auras dû renoncer à ton rêve.",B2,Verbs Tenses & Conjugation,866,1731
verbes modaux,"conjuguer les verbes modaux vouloir, pouvoir, devoir au futur antérieur avec avoir + participe passé","Il aura voulu rire jusqu'au bout.
Tu auras pu chanter sur scène.
Nous aurons dû laisser la voiture derrière nous.",B2,Verbs Tenses & Conjugation,866,1732
être au passé simple,reconnaître la forme du verbe être à l'indicatif passé simple dans un texte écrit,"je fus
fus enfin soulagé
le monstre fut sur lui
nous fûmes heureux
vous ne fûtes pas surpris
ils furent escortés",B2,Verbs Tenses & Conjugation,867,1733
conjugaison être passé simple,"appliquer les terminaisons correctes du passé simple pour le verbe être : -us, -us, -ut, -ûmes, -ûtes, -urent après la racine 'f-'","je fus
tu fus
il fut
nous fûmes
vous fûtes
ils furent",B2,Verbs Tenses & Conjugation,867,1734
distinction être / faire au passé simple,différencier les formes de être (je fus) et faire (je fis) à l'indicatif passé simple pour éviter les confusions,"je fus (être)
je fis (faire)",B2,Verbs Tenses & Conjugation,868,1735
faire au passé simple,reconnaître la forme du verbe faire à l'indicatif passé simple dans un texte écrit,"Je fis mes devoirs pendant qu'elles se préparaient.
Et toi ? Que fis-tu pendant ce temps ?
Bilbon fit très attention à ne pas réveiller le dragon.
Lorsque nous fîmes nos bagages, nous essayâmes d'aller le plus vite possible.
Vous fîtes la cuisine pour vingt personnes ce jour-là !
Terrifiés, nos héros firent demi-tour et s'enfuirent en courant.",B2,Verbs Tenses & Conjugation,868,1736
conjugaison de faire,"appliquer les terminaisons régulières du passé simple au verbe faire : -is, -is, -it, -îmes, -îtes, -irent","f- + is → je fis
f- + it → il fit
f- + îmes → nous fîmes
f- + îtes → vous fîtes
f- + irent → ils firent",B2,Verbs Tenses & Conjugation,869,1737
confusion faire/être,différencier les formes similaires de faire (je fis) et être (je fus) au passé simple,je fis (faire) ≠ je fus (être),B2,Verbs Tenses & Conjugation,869,1738
Comment ça se fait ?,Poser une question informelle pour demander la cause ou la raison de quelque chose.,Elle est déprimée. - Comment ça se fait ?,B2,Questions & Interrogatives,870,1739
Comment cela se fait-il ?,"Poser une question formelle pour demander la cause ou la raison de quelque chose, avec inversion pour marquer l’élégance.",Elle est déprimée. - Comment cela se fait-il ?,B2,Questions & Interrogatives,870,1740
Comment ça se fait que + subjonctif,"Demander la raison d’un fait suivi d’un verbe conjugué, à l’oral ou à l’écrit informel, en utilisant le subjonctif.","Comment ça se fait qu'elle soit si méchante ?
Comment ça se fait que vous ayez tous les yeux bleus ?",B2,Questions & Interrogatives,871,1741
Comment se fait-il que + subjonctif,"Demander la raison d’un fait suivi d’un verbe conjugué, de manière formelle, avec inversion et subjonctif.","Comment se fait-il qu'elle soit si méchante ?
Comment se fait-il que vous ayez tous les yeux bleus ?",B2,Questions & Interrogatives,871,1742
subjonctif après « que »,Utiliser le subjonctif présent ou passé après « que » dans des expressions de cause ou de doute comme « Comment ça se fait que… ».,"qu'elle soit si méchante
que vous ayez tous les yeux bleus",B2,Questions & Interrogatives,872,1743
#NAME?,reconnaître la forme écrite du passé simple des verbes réguliers en -er,"j'arrivai
quand tu rencontras
le chevalier libéra
nous allâmes
vous dansâtes",B2,Verbs Tenses & Conjugation,872,1744
aller au passé simple,reconnaître la conjugaison du verbe aller au passé simple,nous allâmes,B2,Verbs Tenses & Conjugation,873,1745
prononciation passé simple,identifier que la prononciation de la 1re personne du passé simple (-ai) est identique à celle de l'imparfait (-ais),j'arrivai (prononcé comme j'arrivais),B2,Verbs Tenses & Conjugation,873,1746
terminaisons passé simple,"utiliser les bonnes terminaisons pour les verbes en -er au passé simple : -ai, -as, -a, -âmes, -âtes, -èrent","j'arrivai
quand tu rencontras
le chevalier libéra
on se reposa
nous allâmes
vous dansâtes
ils s'arrêtèrent",B2,Verbs Tenses & Conjugation,874,1747
passé simple vs futur simple,"distinguer le passé simple du futur simple par le radical utilisé (infinitif pour le futur, radical sans -er pour le passé simple)",je parlerai (futur) vs je parlai (passé simple),B2,Verbs Tenses & Conjugation,874,1748
passé simple -ir,reconnaître la forme du passé simple pour les verbes du deuxième groupe (-ir),"Cette nuit-là, je dormis paisiblement.
Quand tu partis pour la guerre, mon cœur se brisa.
Le prince choisit Cendrillon parmi toutes les danseuses.",B2,Verbs Tenses & Conjugation,875,1749
conjugaison -ir au passé simple,"conjuguer un verbe régulier en -ir au passé simple en utilisant le radical + les terminaisons -is, -is, -it, -îmes, -îtes, -irent","Nous sortîmes alors du placard.
Vous réussîtes à vous libérer.
Les enfants grandirent très vite.",B2,Verbs Tenses & Conjugation,875,1750
